Time(uS) , Destination Address , Source Address, Protocol, IP Version, IP Header Length ,  Type Of Service , IP Total Length , Identification, TTL, Protocol, Checksum, Source IP, Destination IP 
1626363221667039,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3417,192.168.43.220,91.189.91.38,
1626363221667120,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4189,91.189.91.38,192.168.43.220,
1626363221667205,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3416,192.168.43.220,91.189.91.38,
1626363221667308,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4188,91.189.91.38,192.168.43.220,
1626363221667398,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3415,192.168.43.220,91.189.91.38,
1626363221667506,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4187,91.189.91.38,192.168.43.220,
1626363221667600,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3414,192.168.43.220,91.189.91.38,
1626363221667708,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4186,91.189.91.38,192.168.43.220,
1626363221667791,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3413,192.168.43.220,91.189.91.38,
1626363221676978,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4185,91.189.91.38,192.168.43.220,
1626363221677110,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3412,192.168.43.220,91.189.91.38,
1626363221677195,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4184,91.189.91.38,192.168.43.220,
1626363221677288,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3411,192.168.43.220,91.189.91.38,
1626363221677384,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4183,91.189.91.38,192.168.43.220,
1626363221677468,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3410,192.168.43.220,91.189.91.38,
1626363221677589,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4182,91.189.91.38,192.168.43.220,
1626363221677735,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3409,192.168.43.220,91.189.91.38,
1626363221677838,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4181,91.189.91.38,192.168.43.220,
1626363221677944,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3408,192.168.43.220,91.189.91.38,
1626363221678075,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4180,91.189.91.38,192.168.43.220,
1626363221678216,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3407,192.168.43.220,91.189.91.38,
1626363221678325,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4179,91.189.91.38,192.168.43.220,
1626363221678431,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3406,192.168.43.220,91.189.91.38,
1626363221679270,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4178,91.189.91.38,192.168.43.220,
1626363221679372,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3405,192.168.43.220,91.189.91.38,
1626363221679469,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4177,91.189.91.38,192.168.43.220,
1626363221679545,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3404,192.168.43.220,91.189.91.38,
1626363221724963,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4176,91.189.91.38,192.168.43.220,
1626363221725060,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3403,192.168.43.220,91.189.91.38,
1626363221725131,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4175,91.189.91.38,192.168.43.220,
1626363221725178,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3402,192.168.43.220,91.189.91.38,
1626363221748958,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4174,91.189.91.38,192.168.43.220,
1626363221749042,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3401,192.168.43.220,91.189.91.38,
1626363221749110,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4173,91.189.91.38,192.168.43.220,
1626363221749165,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3400,192.168.43.220,91.189.91.38,
1626363221749218,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4172,91.189.91.38,192.168.43.220,
1626363221749268,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3399,192.168.43.220,91.189.91.38,
1626363221749381,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4171,91.189.91.38,192.168.43.220,
1626363221749428,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3398,192.168.43.220,91.189.91.38,
1626363221749465,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4170,91.189.91.38,192.168.43.220,
1626363221749497,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3397,192.168.43.220,91.189.91.38,
1626363221749527,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4169,91.189.91.38,192.168.43.220,
1626363221749569,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3396,192.168.43.220,91.189.91.38,
1626363221749624,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4168,91.189.91.38,192.168.43.220,
1626363221749681,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3395,192.168.43.220,91.189.91.38,
1626363221749742,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4167,91.189.91.38,192.168.43.220,
1626363221749805,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3394,192.168.43.220,91.189.91.38,
1626363221749853,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4166,91.189.91.38,192.168.43.220,
1626363221749901,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3393,192.168.43.220,91.189.91.38,
1626363221749966,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4165,91.189.91.38,192.168.43.220,
1626363221750013,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3392,192.168.43.220,91.189.91.38,
1626363221760957,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4164,91.189.91.38,192.168.43.220,
1626363221761050,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3391,192.168.43.220,91.189.91.38,
1626363221761096,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4163,91.189.91.38,192.168.43.220,
1626363221761140,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3390,192.168.43.220,91.189.91.38,
1626363221761189,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4162,91.189.91.38,192.168.43.220,
1626363221761239,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3389,192.168.43.220,91.189.91.38,
1626363221761290,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4161,91.189.91.38,192.168.43.220,
1626363221761360,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3388,192.168.43.220,91.189.91.38,
1626363221761401,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4160,91.189.91.38,192.168.43.220,
1626363221761440,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3387,192.168.43.220,91.189.91.38,
1626363221761473,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4159,91.189.91.38,192.168.43.220,
1626363221761515,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,3386,192.168.43.220,91.189.91.38,
