Time(uS) , Destination Address , Source Address, Protocol, IP Version, IP Header Length ,  Type Of Service , IP Total Length , Identification, TTL, Protocol, Checksum, Source IP, Destination IP 
1626363220187021,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4952,91.189.91.38,192.168.43.220,
1626363220187066,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4951,91.189.91.38,192.168.43.220,
1626363220187118,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4950,91.189.91.38,192.168.43.220,
1626363220187154,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4949,91.189.91.38,192.168.43.220,
1626363220196964,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,72,64,6,3933,192.168.43.220,91.189.91.38,
1626363220197076,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4948,91.189.91.38,192.168.43.220,
1626363220197150,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4947,91.189.91.38,192.168.43.220,
1626363220197210,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4946,91.189.91.38,192.168.43.220,
1626363220197247,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4945,91.189.91.38,192.168.43.220,
1626363220197289,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4944,91.189.91.38,192.168.43.220,
1626363220197329,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,72,64,6,3932,192.168.43.220,91.189.91.38,
1626363220197368,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4943,91.189.91.38,192.168.43.220,
1626363220197408,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4942,91.189.91.38,192.168.43.220,
1626363220197446,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4941,91.189.91.38,192.168.43.220,
1626363220197492,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4940,91.189.91.38,192.168.43.220,
1626363220197537,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4939,91.189.91.38,192.168.43.220,
1626363220197576,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4938,91.189.91.38,192.168.43.220,
1626363220197615,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4937,91.189.91.38,192.168.43.220,
1626363220197654,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,72,64,6,3931,192.168.43.220,91.189.91.38,
1626363220197693,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4936,91.189.91.38,192.168.43.220,
1626363220197731,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4935,91.189.91.38,192.168.43.220,
1626363220197770,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4934,91.189.91.38,192.168.43.220,
1626363220197809,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4933,91.189.91.38,192.168.43.220,
1626363220197847,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4932,91.189.91.38,192.168.43.220,
1626363220197886,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4931,91.189.91.38,192.168.43.220,
1626363220197924,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,72,64,6,3930,192.168.43.220,91.189.91.38,
1626363220197963,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4930,91.189.91.38,192.168.43.220,
1626363220198001,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4929,91.189.91.38,192.168.43.220,
1626363220198040,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4928,91.189.91.38,192.168.43.220,
1626363220198079,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4927,91.189.91.38,192.168.43.220,
1626363220198117,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,72,64,6,3929,192.168.43.220,91.189.91.38,
1626363220198156,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4926,91.189.91.38,192.168.43.220,
1626363220198204,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4925,91.189.91.38,192.168.43.220,
1626363220198244,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4924,91.189.91.38,192.168.43.220,
1626363220198284,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4923,91.189.91.38,192.168.43.220,
1626363220198325,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,72,64,6,3928,192.168.43.220,91.189.91.38,
1626363220208972,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4922,91.189.91.38,192.168.43.220,
1626363220209058,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4921,91.189.91.38,192.168.43.220,
1626363220209118,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4920,91.189.91.38,192.168.43.220,
1626363220209159,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4919,91.189.91.38,192.168.43.220,
1626363220209199,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4918,91.189.91.38,192.168.43.220,
1626363220209241,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4917,91.189.91.38,192.168.43.220,
1626363220209283,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4916,91.189.91.38,192.168.43.220,
1626363220209330,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,72,64,6,3927,192.168.43.220,91.189.91.38,
1626363220209375,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4915,91.189.91.38,192.168.43.220,
1626363220209417,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4914,91.189.91.38,192.168.43.220,
1626363220209459,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4913,91.189.91.38,192.168.43.220,
1626363220209501,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4912,91.189.91.38,192.168.43.220,
1626363220209543,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4911,91.189.91.38,192.168.43.220,
1626363220220963,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,72,64,6,3926,192.168.43.220,91.189.91.38,
1626363220260967,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4910,91.189.91.38,192.168.43.220,
1626363220261063,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4909,91.189.91.38,192.168.43.220,
1626363220261136,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4908,91.189.91.38,192.168.43.220,
1626363220261179,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4907,91.189.91.38,192.168.43.220,
1626363220261222,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,72,64,6,3925,192.168.43.220,91.189.91.38,
1626363220261259,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4906,91.189.91.38,192.168.43.220,
1626363220261290,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4905,91.189.91.38,192.168.43.220,
1626363220261325,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4904,91.189.91.38,192.168.43.220,
1626363220261373,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4903,91.189.91.38,192.168.43.220,
1626363220261454,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,72,64,6,3924,192.168.43.220,91.189.91.38,
1626363220261491,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4902,91.189.91.38,192.168.43.220,
1626363220261522,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4901,91.189.91.38,192.168.43.220,
1626363220261559,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4900,91.189.91.38,192.168.43.220,
1626363220261610,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4899,91.189.91.38,192.168.43.220,
1626363220261660,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4898,91.189.91.38,192.168.43.220,
1626363220261712,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4897,91.189.91.38,192.168.43.220,
1626363220261777,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4896,91.189.91.38,192.168.43.220,
1626363220261848,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,72,64,6,3923,192.168.43.220,91.189.91.38,
1626363220261904,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4895,91.189.91.38,192.168.43.220,
1626363220261963,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4894,91.189.91.38,192.168.43.220,
1626363220262039,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4893,91.189.91.38,192.168.43.220,
1626363220262104,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,4892,91.189.91.38,192.168.43.220,
