Time(uS) , Destination Address , Source Address, Protocol, IP Version, IP Header Length ,  Type Of Service , IP Total Length , Identification, TTL, Protocol, Checksum, Source IP, Destination IP 
1626362956604977,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,40,124,6,38851,13.94.251.244,192.168.43.220,
1626362956892979,01-00-5E-7F-FF-FA,54-27-1E-17-4D-99,8,4,5,20,0,200,1,17,10784,192.168.43.220,239.255.255.250,
1626362957072977,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,76,64,17,30193,192.168.43.220,192.168.43.1,
1626362957073117,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,76,64,17,30192,192.168.43.220,192.168.43.1,
1626362957888977,01-00-5E-7F-FF-FA,54-27-1E-17-4D-99,8,4,5,20,0,200,1,17,10611,192.168.43.220,239.255.255.250,
1626362958188978,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,45386,192.168.43.220,8.8.8.8,
1626362958189133,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,45385,192.168.43.220,8.8.8.8,
1626362958308960,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,116,17,65322,8.8.8.8,192.168.43.220,
1626362958309077,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,114,17,32218,8.8.8.8,192.168.43.220,
1626362958884973,01-00-5E-7F-FF-FA,54-27-1E-17-4D-99,8,4,5,20,0,200,1,17,10382,192.168.43.220,239.255.255.250,
1626362959892978,01-00-5E-7F-FF-FA,54-27-1E-17-4D-99,8,4,5,20,0,200,1,17,10322,192.168.43.220,239.255.255.250,
1626362962076977,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,76,64,17,29170,192.168.43.220,192.168.43.1,
1626362962077075,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,76,64,17,29169,192.168.43.220,192.168.43.1,
1626362963192978,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,45384,192.168.43.220,8.8.8.8,
1626362963193099,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,45255,192.168.43.220,8.8.8.8,
1626362963300979,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,116,17,39423,8.8.8.8,192.168.43.220,
1626362963336968,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,109,17,4661,8.8.8.8,192.168.43.220,
1626362964848978,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,51,6,59386,5.9.70.141,192.168.43.220,
1626362964849112,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,55156,192.168.43.220,5.9.70.141,
1626362966960978,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,75,64,17,28868,192.168.43.220,192.168.43.1,
1626362966972962,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,75,64,17,54181,192.168.43.1,192.168.43.220,
1626362967080979,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,67,64,17,28866,192.168.43.220,192.168.43.1,
