Time(uS) , Destination Address , Source Address, Protocol, IP Version, IP Header Length ,  Type Of Service , IP Total Length , Identification, TTL, Protocol, Checksum, Source IP, Destination IP 
1626362111557534,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,126,64,6,26691,192.168.43.220,68.232.34.200,
1626362111557581,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,144,64,6,26672,192.168.43.220,68.232.34.200,
1626362111557620,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,464,64,6,26351,192.168.43.220,68.232.34.200,
1626362111592961,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,124,6,47029,68.232.34.200,192.168.43.220,
1626362111688971,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,307,124,6,46773,68.232.34.200,192.168.43.220,
1626362111689107,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,26762,192.168.43.220,68.232.34.200,
1626362111689192,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,434,124,6,46645,68.232.34.200,192.168.43.220,
1626362111689253,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,26761,192.168.43.220,68.232.34.200,
1626362111689313,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,83,64,6,26729,192.168.43.220,68.232.34.200,
1626362111689358,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,532,124,6,46546,68.232.34.200,192.168.43.220,
1626362111724979,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,124,6,47025,68.232.34.200,192.168.43.220,
1626362111736975,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,26759,192.168.43.220,68.232.34.200,
1626362112372969,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,51,6,59493,5.9.70.141,192.168.43.220,
1626362112373083,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,55258,192.168.43.220,5.9.70.141,
1626362113188975,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,16650,192.168.43.220,8.8.8.8,
1626362113189078,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,16649,192.168.43.220,8.8.8.8,
1626362113320971,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,108,17,7503,8.8.8.8,192.168.43.220,
1626362113360964,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,109,17,694,8.8.8.8,192.168.43.220,
1626362116880968,01-00-5E-7F-FF-FA,54-27-1E-17-4D-99,8,4,5,20,0,200,1,17,49413,192.168.43.220,239.255.255.250,
1626362117720957,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,40,64,6,40958,192.168.43.220,13.107.42.14,
1626362117768963,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,40,124,6,16556,13.107.42.14,192.168.43.220,
1626362117888959,01-00-5E-7F-FF-FA,54-27-1E-17-4D-99,8,4,5,20,0,200,1,17,49239,192.168.43.220,239.255.255.250,
1626362118188964,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,16251,192.168.43.220,8.8.8.8,
1626362118189064,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,16648,192.168.43.220,8.8.8.8,
1626362118332960,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,114,17,70,8.8.8.8,192.168.43.220,
1626362118333077,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,114,17,63377,8.8.8.8,192.168.43.220,
1626362118884963,01-00-5E-7F-FF-FA,54-27-1E-17-4D-99,8,4,5,20,0,200,1,17,49173,192.168.43.220,239.255.255.250,
1626362119772958,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,40,64,6,22896,192.168.43.220,104.18.100.194,
1626362119816962,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,40,124,6,28562,104.18.100.194,192.168.43.220,
1626362119888964,01-00-5E-7F-FF-FA,54-27-1E-17-4D-99,8,4,5,20,0,200,1,17,49072,192.168.43.220,239.255.255.250,
1626362122600958,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,51,6,59492,5.9.70.141,192.168.43.220,
1626362122601063,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,55257,192.168.43.220,5.9.70.141,
1626362123188961,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,15593,192.168.43.220,8.8.8.8,
1626362123189086,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,15592,192.168.43.220,8.8.8.8,
1626362123308967,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,116,17,58299,8.8.8.8,192.168.43.220,
1626362123344970,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,109,17,13788,8.8.8.8,192.168.43.220,
1626362124892957,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,40,64,6,21351,192.168.43.220,52.159.49.199,
1626362124940959,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,40,124,6,20776,52.159.49.199,192.168.43.220,
1626362125684958,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,61,64,17,38315,192.168.43.220,192.168.43.1,
1626362125732956,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,77,64,17,14274,192.168.43.1,192.168.43.220,
1626362125733041,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,1378,64,17,38,192.168.43.220,216.58.207.110,
