Time(uS) , Destination Address , Source Address, Protocol, IP Version, IP Header Length ,  Type Of Service , IP Total Length , Identification, TTL, Protocol, Checksum, Source IP, Destination IP 
1626363218541510,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5506,91.189.91.38,192.168.43.220,
1626363218541591,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4302,192.168.43.220,91.189.91.38,
1626363218541655,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5505,91.189.91.38,192.168.43.220,
1626363218541700,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4301,192.168.43.220,91.189.91.38,
1626363218541744,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1140,124,6,5804,91.189.91.38,192.168.43.220,
1626363218541820,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4300,192.168.43.220,91.189.91.38,
1626363218541875,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1340,124,6,5603,91.189.91.38,192.168.43.220,
1626363218541918,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4299,192.168.43.220,91.189.91.38,
1626363218541981,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5502,91.189.91.38,192.168.43.220,
1626363218542060,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4298,192.168.43.220,91.189.91.38,
1626363218542137,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1240,124,6,5701,91.189.91.38,192.168.43.220,
1626363218542226,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4297,192.168.43.220,91.189.91.38,
1626363218542308,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5500,91.189.91.38,192.168.43.220,
1626363218542396,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4296,192.168.43.220,91.189.91.38,
1626363218542478,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1240,124,6,5699,91.189.91.38,192.168.43.220,
1626363218542570,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4295,192.168.43.220,91.189.91.38,
1626363218542660,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5498,91.189.91.38,192.168.43.220,
1626363218542732,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4294,192.168.43.220,91.189.91.38,
1626363218542818,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1240,124,6,5697,91.189.91.38,192.168.43.220,
1626363218542905,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4293,192.168.43.220,91.189.91.38,
1626363218542979,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5496,91.189.91.38,192.168.43.220,
1626363218543058,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4292,192.168.43.220,91.189.91.38,
1626363218543213,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1240,124,6,5695,91.189.91.38,192.168.43.220,
1626363218543276,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4291,192.168.43.220,91.189.91.38,
1626363218543339,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5494,91.189.91.38,192.168.43.220,
1626363218543428,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4290,192.168.43.220,91.189.91.38,
1626363218543512,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5493,91.189.91.38,192.168.43.220,
1626363218543607,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4289,192.168.43.220,91.189.91.38,
1626363218543725,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1140,124,6,5792,91.189.91.38,192.168.43.220,
1626363218543804,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4288,192.168.43.220,91.189.91.38,
1626363218543889,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5491,91.189.91.38,192.168.43.220,
1626363218543978,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4287,192.168.43.220,91.189.91.38,
1626363218544065,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5490,91.189.91.38,192.168.43.220,
1626363218544143,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4286,192.168.43.220,91.189.91.38,
1626363218544237,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1140,124,6,5789,91.189.91.38,192.168.43.220,
1626363218544334,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4285,192.168.43.220,91.189.91.38,
1626363218552975,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5488,91.189.91.38,192.168.43.220,
1626363218553123,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4284,192.168.43.220,91.189.91.38,
1626363218553192,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1240,124,6,5687,91.189.91.38,192.168.43.220,
1626363218553235,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4283,192.168.43.220,91.189.91.38,
1626363218553285,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5486,91.189.91.38,192.168.43.220,
1626363218553322,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4282,192.168.43.220,91.189.91.38,
1626363218553355,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1240,124,6,5685,91.189.91.38,192.168.43.220,
1626363218553407,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4281,192.168.43.220,91.189.91.38,
1626363218553453,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5484,91.189.91.38,192.168.43.220,
1626363218553484,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4280,192.168.43.220,91.189.91.38,
1626363218553513,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1240,124,6,5683,91.189.91.38,192.168.43.220,
1626363218553558,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4279,192.168.43.220,91.189.91.38,
1626363218553616,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5482,91.189.91.38,192.168.43.220,
1626363218553685,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4278,192.168.43.220,91.189.91.38,
1626363218553751,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1240,124,6,5681,91.189.91.38,192.168.43.220,
1626363218553833,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4277,192.168.43.220,91.189.91.38,
1626363218553900,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1340,124,6,5580,91.189.91.38,192.168.43.220,
1626363218553967,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4276,192.168.43.220,91.189.91.38,
1626363218554039,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1340,124,6,5579,91.189.91.38,192.168.43.220,
1626363218554114,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4275,192.168.43.220,91.189.91.38,
1626363218554180,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1340,124,6,5578,91.189.91.38,192.168.43.220,
1626363218554255,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4274,192.168.43.220,91.189.91.38,
1626363218554338,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1340,124,6,5577,91.189.91.38,192.168.43.220,
1626363218554403,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4273,192.168.43.220,91.189.91.38,
1626363218568956,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5476,91.189.91.38,192.168.43.220,
1626363218569030,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4272,192.168.43.220,91.189.91.38,
1626363218569069,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1240,124,6,5675,91.189.91.38,192.168.43.220,
1626363218569108,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4271,192.168.43.220,91.189.91.38,
1626363218569143,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5474,91.189.91.38,192.168.43.220,
1626363218569176,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4270,192.168.43.220,91.189.91.38,
1626363218569207,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1240,124,6,5673,91.189.91.38,192.168.43.220,
1626363218569235,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4269,192.168.43.220,91.189.91.38,
1626363218569258,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1340,124,6,5572,91.189.91.38,192.168.43.220,
1626363218569285,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4268,192.168.43.220,91.189.91.38,
1626363218569311,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1340,124,6,5571,91.189.91.38,192.168.43.220,
1626363218569350,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4267,192.168.43.220,91.189.91.38,
1626363218569375,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1340,124,6,5570,91.189.91.38,192.168.43.220,
1626363218569401,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4266,192.168.43.220,91.189.91.38,
1626363218569426,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1340,124,6,5569,91.189.91.38,192.168.43.220,
