Time(uS) , Destination Address , Source Address, Protocol, IP Version, IP Header Length ,  Type Of Service , IP Total Length , Identification, TTL, Protocol, Checksum, Source IP, Destination IP 
1626361953352961,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,116,17,39840,8.8.8.8,192.168.43.220,
1626361953876972,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,73,64,17,4151,192.168.43.220,192.168.43.1,
1626361953948961,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,89,64,17,20912,192.168.43.1,192.168.43.220,
1626361953949069,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,1378,64,17,8637,192.168.43.220,172.217.21.34,
1626361954260973,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,70,43,17,41255,172.217.21.34,192.168.43.220,
1626361954308978,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,64,6,35044,192.168.43.220,172.217.21.34,
1626361954320979,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1378,43,17,39947,172.217.21.34,192.168.43.220,
1626361954321089,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1378,43,17,39947,172.217.21.34,192.168.43.220,
1626361954321146,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,72,64,17,9942,192.168.43.220,172.217.21.34,
1626361954321189,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,70,64,17,9943,192.168.43.220,172.217.21.34,
1626361954321233,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,1378,64,17,8634,192.168.43.220,172.217.21.34,
1626361954321283,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,972,64,17,9039,192.168.43.220,172.217.21.34,
1626361954548971,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1378,43,17,39947,172.217.21.34,192.168.43.220,
1626361954549087,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1378,43,17,39947,172.217.21.34,192.168.43.220,
1626361954549157,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,69,64,17,9941,192.168.43.220,172.217.21.34,
1626361954560971,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,60,44,6,33152,172.217.21.34,192.168.43.220,
1626361954561087,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,35051,192.168.43.220,172.217.21.34,
1626361954561162,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,569,64,6,34533,192.168.43.220,172.217.21.34,
