Time(uS) , Destination Address , Source Address, Protocol, IP Version, IP Header Length ,  Type Of Service , IP Total Length , Identification, TTL, Protocol, Checksum, Source IP, Destination IP 
1626363219957562,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,3995,192.168.43.220,91.189.91.38,
1626363219968986,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5099,91.189.91.38,192.168.43.220,
1626363219969101,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5098,91.189.91.38,192.168.43.220,
1626363219969181,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5097,91.189.91.38,192.168.43.220,
1626363219969228,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5096,91.189.91.38,192.168.43.220,
1626363219969289,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5095,91.189.91.38,192.168.43.220,
1626363219969337,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,3994,192.168.43.220,91.189.91.38,
1626363219969405,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5094,91.189.91.38,192.168.43.220,
1626363219969450,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,3993,192.168.43.220,91.189.91.38,
1626363219969489,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5093,91.189.91.38,192.168.43.220,
1626363219969523,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5092,91.189.91.38,192.168.43.220,
1626363219969565,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5091,91.189.91.38,192.168.43.220,
1626363219969619,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,3992,192.168.43.220,91.189.91.38,
1626363219969731,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5090,91.189.91.38,192.168.43.220,
1626363219969795,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5089,91.189.91.38,192.168.43.220,
1626363219969863,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,3991,192.168.43.220,91.189.91.38,
1626363219980965,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5088,91.189.91.38,192.168.43.220,
1626363219981023,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5087,91.189.91.38,192.168.43.220,
1626363219981068,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5086,91.189.91.38,192.168.43.220,
1626363219981114,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,3990,192.168.43.220,91.189.91.38,
1626363219981151,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5085,91.189.91.38,192.168.43.220,
1626363219981196,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5084,91.189.91.38,192.168.43.220,
1626363219981243,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5083,91.189.91.38,192.168.43.220,
1626363219981293,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5082,91.189.91.38,192.168.43.220,
1626363219981362,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,3989,192.168.43.220,91.189.91.38,
1626363219981410,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5081,91.189.91.38,192.168.43.220,
1626363219981453,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,3988,192.168.43.220,91.189.91.38,
1626363219981494,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5080,91.189.91.38,192.168.43.220,
1626363219981545,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,3987,192.168.43.220,91.189.91.38,
1626363219992966,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5079,91.189.91.38,192.168.43.220,
1626363219993034,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5078,91.189.91.38,192.168.43.220,
1626363219993088,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,3986,192.168.43.220,91.189.91.38,
1626363220004955,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5077,91.189.91.38,192.168.43.220,
1626363220005020,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5076,91.189.91.38,192.168.43.220,
1626363220005069,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5075,91.189.91.38,192.168.43.220,
1626363220005117,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5074,91.189.91.38,192.168.43.220,
1626363220005158,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5073,91.189.91.38,192.168.43.220,
1626363220005284,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5072,91.189.91.38,192.168.43.220,
1626363220005338,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5071,91.189.91.38,192.168.43.220,
1626363220005383,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,3985,192.168.43.220,91.189.91.38,
1626363220005431,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5070,91.189.91.38,192.168.43.220,
1626363220005480,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5069,91.189.91.38,192.168.43.220,
1626363220005547,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5068,91.189.91.38,192.168.43.220,
1626363220005601,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,3984,192.168.43.220,91.189.91.38,
