Time(uS) , Destination Address , Source Address, Protocol, IP Version, IP Header Length ,  Type Of Service , IP Total Length , Identification, TTL, Protocol, Checksum, Source IP, Destination IP 
1626363163340974,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,115,17,5651,8.8.8.8,192.168.43.220,
1626363163341121,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,108,17,45352,8.8.8.8,192.168.43.220,
1626363165840969,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,75,64,17,12116,192.168.43.220,192.168.43.1,
1626363165888968,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,123,64,17,45084,192.168.43.1,192.168.43.220,
1626363165889120,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,64,6,39990,192.168.43.220,35.232.111.17,
1626363166908978,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,64,6,39989,192.168.43.220,35.232.111.17,
1626363167244979,54-27-1E-17-4D-99,10-44-00-07-15-59,1544,0,0,0,1,2048,16,68,7,21.89.192.168,43.1.0.0,
1626363167245116,10-44-00-07-15-59,54-27-1E-17-4D-99,1544,0,0,0,1,2048,84,39,7703,77.153.192.168,43.220.16.68,
1626363168028974,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,75,64,17,11922,192.168.43.220,192.168.43.1,
1626363168040970,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,75,64,17,45094,192.168.43.1,192.168.43.220,
1626363168041092,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,75,64,17,11921,192.168.43.220,192.168.43.1,
1626363168041195,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,75,64,17,45093,192.168.43.1,192.168.43.220,
1626363168196977,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,17718,192.168.43.220,8.8.8.8,
1626363168197100,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,17719,192.168.43.220,8.8.8.8,
1626363168304980,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,116,17,30454,8.8.8.8,192.168.43.220,
1626363168316968,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,116,17,27188,8.8.8.8,192.168.43.220,
1626363168920965,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,64,6,39988,192.168.43.220,35.232.111.17,
1626363169652961,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,51,6,59362,5.9.70.141,192.168.43.220,
1626363169653159,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,55132,192.168.43.220,5.9.70.141,
1626363172952958,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,64,6,39987,192.168.43.220,35.232.111.17,
1626363173144966,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,401,124,6,20335,52.159.49.199,192.168.43.220,
1626363173160964,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,1440,64,6,19890,192.168.43.220,52.159.49.199,
1626363173161098,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,1438,64,6,19891,192.168.43.220,52.159.49.199,
