Time(uS) , Destination Address , Source Address, Protocol, IP Version, IP Header Length ,  Type Of Service , IP Total Length , Identification, TTL, Protocol, Checksum, Source IP, Destination IP 
1626361906521946,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4393,142.250.181.99,192.168.43.220,
1626361906522030,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4393,142.250.181.99,192.168.43.220,
1626361906522108,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4393,142.250.181.99,192.168.43.220,
1626361906522182,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,61,64,17,8275,192.168.43.220,142.250.181.99,
1626361906522279,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4393,142.250.181.99,192.168.43.220,
1626361906522346,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,61,64,17,8274,192.168.43.220,142.250.181.99,
1626361906522412,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4393,142.250.181.99,192.168.43.220,
1626361906522457,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4393,142.250.181.99,192.168.43.220,
1626361906522507,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4393,142.250.181.99,192.168.43.220,
1626361906522578,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,61,64,17,8273,192.168.43.220,142.250.181.99,
1626361906522624,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4393,142.250.181.99,192.168.43.220,
1626361906522664,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4393,142.250.181.99,192.168.43.220,
1626361906522741,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,61,64,17,8272,192.168.43.220,142.250.181.99,
1626361906522784,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,63,64,17,8269,192.168.43.220,142.250.181.99,
1626361906522820,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4393,142.250.181.99,192.168.43.220,
1626361906522858,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4393,142.250.181.99,192.168.43.220,
1626361906522895,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,61,64,17,8270,192.168.43.220,142.250.181.99,
