Time(uS) , Destination Address , Source Address, Protocol, IP Version, IP Header Length ,  Type Of Service , IP Total Length , Identification, TTL, Protocol, Checksum, Source IP, Destination IP 
1626362144381343,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,124,6,53886,151.101.120.193,192.168.43.220,
1626362145832969,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,98,64,6,21257,192.168.43.220,13.76.153.29,
1626362145868969,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,40,124,6,2938,13.76.153.29,192.168.43.220,
1626362146060971,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,87,124,6,2890,13.76.153.29,192.168.43.220,
1626362146061083,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,40,64,6,21314,192.168.43.220,13.76.153.29,
1626362146396976,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,40,64,6,27014,192.168.43.220,104.17.68.176,
1626362146420974,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,40,124,6,43609,104.17.68.176,192.168.43.220,
1626362146480975,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,47552,192.168.43.220,74.125.140.188,
1626362146624971,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,52,35,6,52024,74.125.140.188,192.168.43.220,
1626362148088962,54-27-1E-17-4D-99,10-44-00-07-15-59,1544,0,0,0,1,2048,16,68,7,21.89.192.168,43.1.0.0,
1626362148089063,10-44-00-07-15-59,54-27-1E-17-4D-99,1544,0,0,0,1,2048,84,39,7703,77.153.192.168,43.220.16.68,
1626362148196970,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,12314,192.168.43.220,8.8.8.8,
1626362148197086,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,11481,192.168.43.220,8.8.8.8,
1626362148316970,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,116,17,47430,8.8.8.8,192.168.43.220,
1626362148352962,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,109,17,41619,8.8.8.8,192.168.43.220,
1626362150488971,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,37347,192.168.43.220,151.101.193.69,
1626362150524974,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,124,6,11671,151.101.193.69,192.168.43.220,
1626362152024966,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,16154,192.168.43.220,140.82.113.25,
1626362152060957,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,124,6,7217,140.82.113.25,192.168.43.220,
1626362152540957,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,40,64,6,30930,192.168.43.220,104.19.155.83,
1626362152636971,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,40,124,6,24366,104.19.155.83,192.168.43.220,
1626362153188964,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,11480,192.168.43.220,8.8.8.8,
