Time(uS) , Destination Address , Source Address, Protocol, IP Version, IP Header Length ,  Type Of Service , IP Total Length , Identification, TTL, Protocol, Checksum, Source IP, Destination IP 
1626363003196977,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,40309,192.168.43.220,8.8.8.8,
1626363003197232,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,40308,192.168.43.220,8.8.8.8,
1626363003316978,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,109,17,51637,8.8.8.8,192.168.43.220,
1626363003328960,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,108,17,48894,8.8.8.8,192.168.43.220,
1626363003760975,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,76,64,17,23168,192.168.43.220,192.168.43.1,
1626363003761138,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,76,64,17,23167,192.168.43.220,192.168.43.1,
1626363005812977,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,51,6,59381,5.9.70.141,192.168.43.220,
1626363005813109,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,55151,192.168.43.220,5.9.70.141,
1626363006232982,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,982,124,6,19767,52.159.49.199,192.168.43.220,
1626363006233134,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,40,64,6,21301,192.168.43.220,52.159.49.199,
1626363006292974,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,1440,64,6,19900,192.168.43.220,52.159.49.199,
1626363006293238,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,1438,64,6,19901,192.168.43.220,52.159.49.199,
1626363006328974,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,40,124,6,20707,52.159.49.199,192.168.43.220,
1626363006808965,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,930,124,6,19816,52.159.49.199,192.168.43.220,
1626363006809082,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,40,64,6,21298,192.168.43.220,52.159.49.199,
1626363006820958,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,1440,64,6,19897,192.168.43.220,52.159.49.199,
1626363006821045,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,1438,64,6,19898,192.168.43.220,52.159.49.199,
1626363006868981,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,40,124,6,20705,52.159.49.199,192.168.43.220,
1626363006869082,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,40,124,6,20704,52.159.49.199,192.168.43.220,
1626363006869123,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,40,124,6,20703,52.159.49.199,192.168.43.220,
1626363007984974,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,77,124,6,33415,140.82.114.26,192.168.43.220,
1626363007985082,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,81,64,6,3914,192.168.43.220,140.82.114.26,
1626363008008975,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,124,6,33439,140.82.114.26,192.168.43.220,
1626363008080962,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,67,64,17,22968,192.168.43.220,192.168.43.1,
1626363008081060,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,67,64,17,22967,192.168.43.220,192.168.43.1,
1626363008104974,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,83,64,17,51934,192.168.43.1,192.168.43.220,
1626363008116956,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,83,64,17,51933,192.168.43.1,192.168.43.220,
1626363008117012,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,64,6,46082,192.168.43.220,10.10.34.35,
1626363008188973,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,40307,192.168.43.220,8.8.8.8,
1626363008189070,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,39524,192.168.43.220,8.8.8.8,
1626363008288974,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,115,17,47406,8.8.8.8,192.168.43.220,
1626363008300963,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,108,17,23213,8.8.8.8,192.168.43.220,
1626363009008979,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,76,64,17,22742,192.168.43.220,192.168.43.1,
1626363009009137,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,76,64,17,22741,192.168.43.220,192.168.43.1,
1626363009140977,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,64,6,46081,192.168.43.220,10.10.34.35,
1626363011156978,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,64,6,46080,192.168.43.220,10.10.34.35,
1626363013196979,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,38811,192.168.43.220,8.8.8.8,
1626363013197179,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,38812,192.168.43.220,8.8.8.8,
1626363013304979,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,115,17,27691,8.8.8.8,192.168.43.220,
1626363013316960,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,116,17,55090,8.8.8.8,192.168.43.220,
1626363014052979,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,133,124,6,63468,68.232.34.200,192.168.43.220,
1626363014053127,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,36754,192.168.43.220,68.232.34.200,
1626363014053210,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,124,6,63548,68.232.34.200,192.168.43.220,
1626363014053260,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,36753,192.168.43.220,68.232.34.200,
1626363014076955,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,124,6,63547,68.232.34.200,192.168.43.220,
1626363014256978,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,76,64,17,22702,192.168.43.220,192.168.43.1,
1626363014257124,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,76,64,17,22701,192.168.43.220,192.168.43.1,
1626363015256976,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,64,6,46079,192.168.43.220,10.10.34.35,
1626363016132975,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,51,6,59380,5.9.70.141,192.168.43.220,
1626363016133121,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,55150,192.168.43.220,5.9.70.141,
1626363018196979,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,38716,192.168.43.220,8.8.8.8,
1626363018197090,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,38715,192.168.43.220,8.8.8.8,
1626363018304976,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,109,17,44651,8.8.8.8,192.168.43.220,
1626363018320960,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,114,17,53365,8.8.8.8,192.168.43.220,
1626363018321058,54-27-1E-17-4D-99,10-44-00-07-15-59,1544,0,0,0,1,2048,16,68,7,21.89.192.168,43.1.0.0,
1626363018321090,10-44-00-07-15-59,54-27-1E-17-4D-99,1544,0,0,0,1,2048,84,39,7703,77.153.192.168,43.220.16.68,
1626363019508983,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,76,64,17,22595,192.168.43.220,192.168.43.1,
1626363019509121,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,76,64,17,22594,192.168.43.220,192.168.43.1,
