Time(uS) , Destination Address , Source Address, Protocol, IP Version, IP Header Length ,  Type Of Service , IP Total Length , Identification, TTL, Protocol, Checksum, Source IP, Destination IP 
1626361939544975,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,40,64,6,22900,192.168.43.220,104.18.100.194,
1626361939568973,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,40,124,6,28566,104.18.100.194,192.168.43.220,
1626361939628981,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,53,44,17,41399,172.217.19.163,192.168.43.220,
1626361940008967,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,66,64,17,7545,192.168.43.220,192.168.43.1,
1626361940908973,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1001,124,6,19826,52.159.49.199,192.168.43.220,
1626361940909275,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,1440,64,6,19959,192.168.43.220,52.159.49.199,
1626361940909359,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,1438,64,6,19960,192.168.43.220,52.159.49.199,
1626361940960963,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,40,124,6,20786,52.159.49.199,192.168.43.220,
1626361940961077,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,40,124,6,20785,52.159.49.199,192.168.43.220,
1626361943188969,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,37583,192.168.43.220,8.8.8.8,
1626361943189094,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,37584,192.168.43.220,8.8.8.8,
1626361943380959,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,109,17,58605,8.8.8.8,192.168.43.220,
1626361943381133,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,107,17,25208,8.8.8.8,192.168.43.220,
1626361945256966,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,66,64,17,6255,192.168.43.220,192.168.43.1,
1626361945316957,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,70,64,17,6241,192.168.43.220,192.168.43.1,
1626361945376968,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,86,64,17,21332,192.168.43.1,192.168.43.220,
1626361945377096,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,1378,64,17,3904,192.168.43.220,142.250.181.98,
1626361945377171,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,389,64,17,4892,192.168.43.220,142.250.181.98,
1626361945688957,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,40,64,6,21145,192.168.43.220,104.17.112.176,
1626361945724959,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,40,124,6,6206,104.17.112.176,192.168.43.220,
1626361945796964,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,70,44,17,7622,142.250.181.98,192.168.43.220,
1626361945880965,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1378,44,17,6314,142.250.181.98,192.168.43.220,
1626361945881070,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,1378,64,17,3902,192.168.43.220,142.250.181.98,
1626361945881138,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,389,64,17,4890,192.168.43.220,142.250.181.98,
1626361946144959,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1378,44,17,6314,142.250.181.98,192.168.43.220,
1626361946168965,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,69,64,17,5209,192.168.43.220,142.250.181.98,
1626361946169034,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,72,44,17,7620,142.250.181.98,192.168.43.220,
1626361946276963,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1378,44,17,6314,142.250.181.98,192.168.43.220,
1626361946277052,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,61,64,17,5216,192.168.43.220,142.250.181.98,
1626361946288965,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,55,51,17,5717,142.250.181.98,192.168.43.220,
1626361946420970,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4394,142.250.181.98,192.168.43.220,
1626361946421088,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4394,142.250.181.98,192.168.43.220,
1626361946421154,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,63,64,17,5213,192.168.43.220,142.250.181.98,
1626361946421193,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4394,142.250.181.98,192.168.43.220,
1626361946421227,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,63,64,17,5212,192.168.43.220,142.250.181.98,
1626361946421259,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4394,142.250.181.98,192.168.43.220,
1626361946421334,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,61,64,17,5213,192.168.43.220,142.250.181.98,
1626361946432972,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4394,142.250.181.98,192.168.43.220,
1626361946433073,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4394,142.250.181.98,192.168.43.220,
1626361946433115,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4394,142.250.181.98,192.168.43.220,
1626361946433156,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,61,64,17,5212,192.168.43.220,142.250.181.98,
1626361946433194,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4394,142.250.181.98,192.168.43.220,
1626361946433233,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,61,64,17,5211,192.168.43.220,142.250.181.98,
1626361946433271,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4394,142.250.181.98,192.168.43.220,
1626361946433306,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4394,142.250.181.98,192.168.43.220,
1626361946433348,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,67,51,17,5705,142.250.181.98,192.168.43.220,
1626361946433388,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,61,64,17,5210,192.168.43.220,142.250.181.98,
1626361946433435,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1378,51,17,4394,142.250.181.98,192.168.43.220,
1626361946433489,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,56,64,17,5995,192.168.43.220,192.168.43.1,
1626361946468957,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,61,64,17,5209,192.168.43.220,142.250.181.98,
1626361946492957,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,72,64,17,21268,192.168.43.1,192.168.43.220,
1626361946493054,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,1378,64,17,13405,192.168.43.220,216.58.208.238,
1626361946780968,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,70,44,17,47353,216.58.208.238,192.168.43.220,
1626361946996959,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1378,44,17,46045,216.58.208.238,192.168.43.220,
1626361946997096,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,61,64,17,14721,192.168.43.220,216.58.208.238,
1626361946997164,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,588,64,17,14193,192.168.43.220,216.58.208.238,
1626361947284963,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,53,51,17,45450,216.58.208.238,192.168.43.220,
1626361947380958,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,1038,51,17,44465,216.58.208.238,192.168.43.220,
1626361947381061,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,77,64,17,14703,192.168.43.220,216.58.208.238,
1626361947381115,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,53,51,17,45450,216.58.208.238,192.168.43.220,
1626361947404957,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,61,64,17,14718,192.168.43.220,216.58.208.238,
1626361947476959,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,51,6,59515,5.9.70.141,192.168.43.220,
1626361947477081,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,55278,192.168.43.220,5.9.70.141,
1626361947656959,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,53,51,17,45450,216.58.208.238,192.168.43.220,
1626361948196958,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,37562,192.168.43.220,8.8.8.8,
1626361948197062,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,37563,192.168.43.220,8.8.8.8,
1626361948388964,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,115,17,35090,8.8.8.8,192.168.43.220,
1626361948389093,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,108,17,10044,8.8.8.8,192.168.43.220,
1626361948764981,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,63,64,17,5423,192.168.43.220,192.168.43.1,
1626361948824975,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,79,64,17,21234,192.168.43.1,192.168.43.220,
1626361948825085,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,1378,64,17,15145,192.168.43.220,216.58.207.3,
1626361949148976,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,70,44,17,47844,216.58.207.3,192.168.43.220,
1626361949208972,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1378,44,17,46536,216.58.207.3,192.168.43.220,
1626361949209068,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1378,44,17,46536,216.58.207.3,192.168.43.220,
1626361949209154,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,72,64,17,16450,192.168.43.220,216.58.207.3,
1626361949209196,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,70,64,17,16451,192.168.43.220,216.58.207.3,
1626361949209238,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,1378,64,17,15142,192.168.43.220,216.58.207.3,
1626361949209279,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,341,64,17,16178,192.168.43.220,216.58.207.3,
1626361949424975,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1378,44,17,46536,216.58.207.3,192.168.43.220,
1626361949425069,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1378,44,17,46536,216.58.207.3,192.168.43.220,
1626361949425110,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,69,64,17,16449,192.168.43.220,216.58.207.3,
1626361949500973,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,70,44,17,47844,216.58.207.3,192.168.43.220,
1626361949704975,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1378,44,17,46536,216.58.207.3,192.168.43.220,
1626361949705073,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,61,64,17,16456,192.168.43.220,216.58.207.3,
1626361949716973,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,53,44,17,47861,216.58.207.3,192.168.43.220,
1626361949812975,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,373,44,17,47541,216.58.207.3,192.168.43.220,
1626361949813066,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,53,44,17,47861,216.58.207.3,192.168.43.220,
1626361949813108,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,61,64,17,16455,192.168.43.220,216.58.207.3,
1626361949813144,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,535,64,17,15980,192.168.43.220,216.58.207.3,
1626361950100974,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,53,44,17,47861,216.58.207.3,192.168.43.220,
1626361950196973,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,802,44,17,47112,216.58.207.3,192.168.43.220,
1626361950197064,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,77,64,17,16437,192.168.43.220,216.58.207.3,
1626361950197105,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,53,44,17,47861,216.58.207.3,192.168.43.220,
1626361950220969,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,61,64,17,16452,192.168.43.220,216.58.207.3,
1626361950472975,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,53,44,17,47861,216.58.207.3,192.168.43.220,
1626361952308970,54-27-1E-17-4D-99,10-44-00-07-15-59,1544,0,0,0,1,2048,16,68,7,21.89.192.168,43.1.0.0,
1626361952309070,10-44-00-07-15-59,54-27-1E-17-4D-99,1544,0,0,0,1,2048,84,39,7703,77.153.192.168,43.220.16.68,
1626361953196972,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,36551,192.168.43.220,8.8.8.8,
1626361953197098,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,37561,192.168.43.220,8.8.8.8,
1626361953340973,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,116,17,7979,8.8.8.8,192.168.43.220,
