Time(uS) , Destination Address , Source Address, Protocol, IP Version, IP Header Length ,  Type Of Service , IP Total Length , Identification, TTL, Protocol, Checksum, Source IP, Destination IP 
1626362603312970,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,114,17,13812,8.8.8.8,192.168.43.220,
1626362603336960,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,115,17,37148,8.8.8.8,192.168.43.220,
1626362606444980,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,51,6,59429,5.9.70.141,192.168.43.220,
1626362606445113,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,55199,192.168.43.220,5.9.70.141,
1626362607188972,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,40,64,6,21327,192.168.43.220,52.159.49.199,
1626362607212977,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,40,124,6,20743,52.159.49.199,192.168.43.220,
1626362608196973,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,22179,192.168.43.220,8.8.8.8,
1626362608197075,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,21530,192.168.43.220,8.8.8.8,
1626362608304967,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,109,17,14967,8.8.8.8,192.168.43.220,
1626362608305069,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,114,17,2465,8.8.8.8,192.168.43.220,
1626362613188975,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,21529,192.168.43.220,8.8.8.8,
1626362613189092,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,21074,192.168.43.220,8.8.8.8,
1626362613320976,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,116,17,44816,8.8.8.8,192.168.43.220,
1626362613332960,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,116,17,57130,8.8.8.8,192.168.43.220,
1626362616684978,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,51,6,59428,5.9.70.141,192.168.43.220,
1626362616685127,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,55198,192.168.43.220,5.9.70.141,
1626362618196979,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,21073,192.168.43.220,8.8.8.8,
1626362618197120,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,20226,192.168.43.220,8.8.8.8,
1626362618292977,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,116,17,47806,8.8.8.8,192.168.43.220,
1626362618328967,54-27-1E-17-4D-99,10-44-00-07-15-59,1544,0,0,0,1,2048,16,68,7,21.89.192.168,43.1.0.0,
1626362618329079,10-44-00-07-15-59,54-27-1E-17-4D-99,1544,0,0,0,1,2048,84,39,7703,77.153.192.168,43.220.16.68,
1626362618329152,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,108,17,64757,8.8.8.8,192.168.43.220,
1626362623192973,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,19507,192.168.43.220,8.8.8.8,
1626362623193122,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,19508,192.168.43.220,8.8.8.8,
1626362623312958,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,116,17,14182,8.8.8.8,192.168.43.220,
1626362623313066,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,115,17,21817,8.8.8.8,192.168.43.220,
1626362626912971,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,52,51,6,59427,5.9.70.141,192.168.43.220,
1626362626913114,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,55197,192.168.43.220,5.9.70.141,
1626362628196961,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,18798,192.168.43.220,8.8.8.8,
1626362628197075,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,60,63,17,18799,192.168.43.220,8.8.8.8,
1626362628304956,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,128,135,116,17,6490,8.8.8.8,192.168.43.220,
1626362628328967,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,135,108,17,46318,8.8.8.8,192.168.43.220,
