Time(uS) , Destination Address , Source Address, Protocol, IP Version, IP Header Length ,  Type Of Service , IP Total Length , Identification, TTL, Protocol, Checksum, Source IP, Destination IP 
1626363219633871,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5227,91.189.91.38,192.168.43.220,
1626363219633940,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4080,192.168.43.220,91.189.91.38,
1626363219634005,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5226,91.189.91.38,192.168.43.220,
1626363219634275,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5225,91.189.91.38,192.168.43.220,
1626363219634359,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4079,192.168.43.220,91.189.91.38,
1626363219634445,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5224,91.189.91.38,192.168.43.220,
1626363219634511,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5223,91.189.91.38,192.168.43.220,
1626363219634585,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4078,192.168.43.220,91.189.91.38,
1626363219634669,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5222,91.189.91.38,192.168.43.220,
1626363219634748,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5221,91.189.91.38,192.168.43.220,
1626363219634816,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4077,192.168.43.220,91.189.91.38,
1626363219634908,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5220,91.189.91.38,192.168.43.220,
1626363219648973,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5219,91.189.91.38,192.168.43.220,
1626363219649080,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4076,192.168.43.220,91.189.91.38,
1626363219649150,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5218,91.189.91.38,192.168.43.220,
1626363219649194,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5217,91.189.91.38,192.168.43.220,
1626363219649238,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4075,192.168.43.220,91.189.91.38,
1626363219649283,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5216,91.189.91.38,192.168.43.220,
1626363219649320,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5215,91.189.91.38,192.168.43.220,
1626363219649363,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4074,192.168.43.220,91.189.91.38,
1626363219649422,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1156,124,6,5498,91.189.91.38,192.168.43.220,
1626363219649466,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4073,192.168.43.220,91.189.91.38,
1626363219649495,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5213,91.189.91.38,192.168.43.220,
1626363219649523,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5212,91.189.91.38,192.168.43.220,
1626363219649565,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4072,192.168.43.220,91.189.91.38,
1626363219649617,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5211,91.189.91.38,192.168.43.220,
1626363219649675,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5210,91.189.91.38,192.168.43.220,
1626363219649743,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4071,192.168.43.220,91.189.91.38,
1626363219649805,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5209,91.189.91.38,192.168.43.220,
1626363219649852,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5208,91.189.91.38,192.168.43.220,
1626363219649899,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4070,192.168.43.220,91.189.91.38,
1626363219649950,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5207,91.189.91.38,192.168.43.220,
1626363219650016,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5206,91.189.91.38,192.168.43.220,
1626363219650062,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4069,192.168.43.220,91.189.91.38,
1626363219650109,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5205,91.189.91.38,192.168.43.220,
1626363219650161,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5204,91.189.91.38,192.168.43.220,
1626363219650224,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4068,192.168.43.220,91.189.91.38,
1626363219650319,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5203,91.189.91.38,192.168.43.220,
1626363219650379,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5202,91.189.91.38,192.168.43.220,
1626363219650465,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4067,192.168.43.220,91.189.91.38,
1626363219650527,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5201,91.189.91.38,192.168.43.220,
1626363219650585,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5200,91.189.91.38,192.168.43.220,
1626363219650667,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4066,192.168.43.220,91.189.91.38,
1626363219650725,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5199,91.189.91.38,192.168.43.220,
1626363219660958,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5198,91.189.91.38,192.168.43.220,
1626363219661033,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4065,192.168.43.220,91.189.91.38,
1626363219661076,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5197,91.189.91.38,192.168.43.220,
1626363219661117,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5196,91.189.91.38,192.168.43.220,
1626363219661155,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4064,192.168.43.220,91.189.91.38,
1626363219661200,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5195,91.189.91.38,192.168.43.220,
1626363219661248,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5194,91.189.91.38,192.168.43.220,
1626363219661292,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4063,192.168.43.220,91.189.91.38,
1626363219661349,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5193,91.189.91.38,192.168.43.220,
1626363219676963,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5192,91.189.91.38,192.168.43.220,
1626363219677019,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4062,192.168.43.220,91.189.91.38,
1626363219677058,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5191,91.189.91.38,192.168.43.220,
1626363219677096,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5190,91.189.91.38,192.168.43.220,
1626363219677140,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4061,192.168.43.220,91.189.91.38,
1626363219677185,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5189,91.189.91.38,192.168.43.220,
1626363219692956,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5188,91.189.91.38,192.168.43.220,
1626363219693017,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4060,192.168.43.220,91.189.91.38,
1626363219693060,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5187,91.189.91.38,192.168.43.220,
1626363219693103,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5186,91.189.91.38,192.168.43.220,
1626363219693147,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4059,192.168.43.220,91.189.91.38,
1626363219693195,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5185,91.189.91.38,192.168.43.220,
1626363219704966,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5184,91.189.91.38,192.168.43.220,
1626363219705027,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4058,192.168.43.220,91.189.91.38,
1626363219705070,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5183,91.189.91.38,192.168.43.220,
1626363219705110,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5182,91.189.91.38,192.168.43.220,
1626363219705155,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,52,64,6,4057,192.168.43.220,91.189.91.38,
1626363219720958,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5180,91.189.91.38,192.168.43.220,
1626363219721024,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,4044,192.168.43.220,91.189.91.38,
1626363219721065,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5179,91.189.91.38,192.168.43.220,
1626363219721103,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,4043,192.168.43.220,91.189.91.38,
1626363219721145,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5178,91.189.91.38,192.168.43.220,
1626363219721234,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,4042,192.168.43.220,91.189.91.38,
1626363219736969,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5177,91.189.91.38,192.168.43.220,
1626363219737036,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,4041,192.168.43.220,91.189.91.38,
1626363219737083,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5176,91.189.91.38,192.168.43.220,
1626363219737121,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,4040,192.168.43.220,91.189.91.38,
1626363219737156,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5175,91.189.91.38,192.168.43.220,
1626363219737200,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,4039,192.168.43.220,91.189.91.38,
1626363219737246,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5174,91.189.91.38,192.168.43.220,
1626363219737412,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,4038,192.168.43.220,91.189.91.38,
1626363219772974,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5173,91.189.91.38,192.168.43.220,
1626363219773051,10-44-00-07-15-59,54-27-1E-17-4D-99,8,4,5,20,0,64,64,6,4037,192.168.43.220,91.189.91.38,
1626363219784962,54-27-1E-17-4D-99,10-44-00-07-15-59,8,4,5,20,0,1440,124,6,5172,91.189.91.38,192.168.43.220,
